movie_title,year,tagline,plot,cast,duration,Action,Adventure,Animation,Biography,Comedy,Crime,Drama,Family,Fantasy,History,Horror,Music,Musical,Mystery,Romance,Sci-Fi,Sport,Thriller,War,Western,avg_vote,total_votes,us_voters_votes,votes,votes_1,votes_2,votes_3,votes_4,votes_5,votes_6,votes_7,votes_8,votes_9,votes_10,popularity,director_score,actor_score,actress_score,tagline_sentiment,plot_sentiment,total_score,profitable,budget,revenue,budget_adj,revenue_adj
(500) Days of Summer,2009,It was almost like falling in love.,"An offbeat romantic comedy about a woman who doesn't believe true love exists, and the young man who falls for her.","Joseph Gordon-Levitt, Zooey Deschanel, Geoffrey Arend, Chloë Grace Moretz, Matthew Gray Gubler, Clark Gregg, Patricia Belcher, Rachel Boston, Minka Kelly, Charles Walker, Ian Reed Kesler, Darryl Alan Reed, Valente Rodriguez, Yvette Nicole Brown, Nicole Vicius",95,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,7.7,464451.0,70179.0,464451.0,3966.0,2352.0,3553.0,7154.0,16529.0,41565.0,102465.0,142134.0,80634.0,64099.0,3.244,7.067,6.746,6.308,0.7257,-0.128,7.825,1,7500000,60722734,7623003,61718613
10 Things I Hate About You,1999,How do I loathe thee? Let me count the ways.,"A pretty, popular teenager can't go out on a date until her ill-tempered older sister does.","Heath Ledger, Julia Stiles, Joseph Gordon-Levitt, Larisa Oleynik, David Krumholtz, Andrew Keegan, Susan May Pratt, Gabrielle Union, Larry Miller, Daryl Mitchell, Allison Janney, David Leisure, Greg Jackson, Kyle Cease, Terence Heuston",97,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,7.3,289989.0,55518.0,289989.0,1713.0,1476.0,2537.0,5417.0,14758.0,39892.0,81702.0,67431.0,33357.0,41706.0,1.769,6.1,6.821,6.319,-0.4939,0.7184,7.275,1,16000000,53478166,20944845,70005745
10th & Wolf,2006,"The Intersection Where Family, Honor and Betrayal Collide.","A former street tough returns to his Philadelphia home after a stint in the military. Back on his home turf, he once again finds himself tangling with the mob boss who was instrumental in his going off to be a soldier.","James Marsden, Giovanni Ribisi, Brad Renfro, Piper Perabo, Dennis Hopper, Brian Dennehy, Lesley Ann Warren, Leo Rossi, Dash Mihok, Tommy Lee, Francesco Salvi, Val Kilmer, John Capodice, Billy Gallo, Ken Garito",107,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,6.3,6051.0,1590.0,6051.0,111.0,64.0,134.0,318.0,702.0,1555.0,1723.0,741.0,260.0,443.0,0.385,6.3,6.258,5.975,-0.2263,-0.128,6.575,0,8000000,143451,8653353,155166
12 Rounds,2009,Survive all 12,"Detective Danny Fisher discovers his girlfriend has been kidnapped by an ex-con tied to Fisher's past, and he'll have to successfully complete 12 challenges in order to secure her safe release.","John Cena, Aidan Gillen, Ashley Scott, Steve Harris, Brian White, Gonzalo Menendez, Taylor Cole, Kyle Clements, Peter Navy Tuiasosopo, Travis Davis, Nick Gomez, Brian Decaro, Rosalind Rubin, Billy Slaughter, Kim Collins",108,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,5.6,26953.0,4698.0,26953.0,1185.0,833.0,1383.0,2598.0,5231.0,6883.0,4470.0,1933.0,686.0,1751.0,0.826,6.113,5.553,6.025,0.0,0.8316,5.7,0,20000000,17280326,20328008,17563730
1408,2007,The only demons in room 1408 are those within you.,"A man who specialises in debunking paranormal occurrences checks into the fabled room 1408 in the Dolphin Hotel. Soon after settling in, he confronts genuine terror.","John Cusack, Tony Shalhoub, Len Cariou, Isiah Whitlock Jr., Jasmine Jessica Anthony, Paul Birchard, Margot Leicester, Walter Lewis, Eric Meyers, David Nicholson, Holly Hayes, Alexandra Silber, Johann Urb, Andrew Lee Potts, Emily Harvey",104,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,6.8,252014.0,44714.0,252014.0,2713.0,2328.0,4240.0,9025.0,21073.0,48606.0,75943.0,49640.0,19639.0,18807.0,0.918,6.75,6.615,6.08,0.0,-0.6486,6.875,1,25000000,94679598,26291714,99571558
17 Again,2009,Who says you're only young once?,Mike O'Donnell is ungrateful for how his life turned out. He gets a chance to rewrite his life when he tried to save a janitor near a bridge and jumped after him into a time vortex.,"Zac Efron, Leslie Mann, Thomas Lennon, Matthew Perry, Tyler Steelman, Allison Miller, Sterling Knight, Michelle Trachtenberg, Adam Gregory, Hunter Parrish, Mario Cassem, Kat Graham, Tiya Sircar, Melissa Ordway, Melora Hardin",102,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,6.3,176232.0,25448.0,176232.0,3206.0,2350.0,4037.0,8749.0,21326.0,43603.0,46642.0,23454.0,9484.0,13381.0,1.733,6.6,6.117,6.155,0.0,0.296,6.575,1,20000000,136267476,20328008,138502321
1941,1979,Paranoia meets pandemonium.,Hysterical Californians prepare for a Japanese invasion in the days after Pearl Harbor.,"Dan Aykroyd, Ned Beatty, John Belushi, Lorraine Gary, Murray Hamilton, Christopher Lee, Tim Matheson, Toshirô Mifune, Warren Oates, Robert Stack, Treat Williams, Nancy Allen, Lucille Benson, Jordan Cohen, John Candy",118,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,5.8,30826.0,9673.0,30826.0,1048.0,956.0,1602.0,2943.0,4954.0,6849.0,5902.0,3314.0,1361.0,1897.0,0.388,7.386,6.116,6.273,-0.25,-0.0258,5.925,0,35000000,31755742,105159390,95411841
2 Guns,2013,"2 Guns, 1 Bank.","Two hardened criminals get into trouble with the US border patrol after meeting with a Mexican drug lord, and then revelations start to unfold.","Denzel Washington, Mark Wahlberg, Paula Patton, Edward James Olmos, Bill Paxton, Robert John Burke, James Marsden, Greg Sproles, Fred Ward, Patrick Fischler, Derek Solorsano, Edgar Arreola, Kyle Clements, Christopher Matthew Cook, Tim Bell",109,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,6.7,192738.0,23776.0,192738.0,1369.0,1052.0,2020.0,4884.0,15271.0,45594.0,70025.0,32997.0,9630.0,9896.0,2.197,6.65,6.702,5.925,0.0,-0.7506,6.8,1,61000000,131940411,57098034,123500625
2012,2009,We Were Warned.,A frustrated writer struggles to keep his family alive when a series of global catastrophes threatens to annihilate mankind.,"John Cusack, Amanda Peet, Chiwetel Ejiofor, Thandie Newton, Oliver Platt, Tom McCarthy, Woody Harrelson, Danny Glover, Liam James, Morgan Lily, Zlatko Buric, Beatrice Rosen, Alexandre Haussmann, Philippe Haussmann, Johann Urb",158,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,5.8,347291.0,45456.0,347291.0,14783.0,11469.0,18240.0,30983.0,58853.0,80728.0,65937.0,34186.0,13728.0,18384.0,2.98,6.133,6.766,6.073,-0.2732,-0.7096,5.825,1,200000000,769653595,203280086,782276248
21,2008,They proved the Vegas Blackjack System was beatable...by beating the hell out of it.,"""21"" is the fact-based story about six MIT students who were trained to become experts in card counting and subsequently took Vegas casinos for millions in winnings.","Jim Sturgess, Kevin Spacey, Kate Bosworth, Aaron Yoo, Liza Lapira, Jacob Pitts, Laurence Fishburne, Jack McGee, Josh Gad, Sam Golzari, Helen Carey, Jack Gilpin, Donna Lows, Butch Williams, Ben Campbell",123,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,6.8,225698.0,37135.0,225698.0,1693.0,1281.0,2566.0,6173.0,16560.0,46904.0,79389.0,43451.0,14619.0,13062.0,1.377,6.12,6.633,5.764,-0.8225,0.5423,6.825,1,35000000,69823199,35447532,70716002
21 & Over,2013,Finally.,"The night before his big medical school interview, a promising student celebrates his 21st birthday with his two best friends.","Miles Teller, Skylar Astin, Justin Chon, Sarah Wright, Jonathan Keltz, François Chau, Russell Hodgkinson, Daniel Booko, Russell Mercado, Josie Loren, Christiann Castellanos, Dustin Ybarra, Samantha Futerman, Julian Gavilanes, Josh Truax",93,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,5.8,71322.0,9577.0,71322.0,1951.0,1631.0,2995.0,5688.0,12371.0,19027.0,14036.0,6538.0,2615.0,4470.0,1.011,5.8,5.908,5.9,0.0,0.9287,5.925,1,13000000,48065672,12168433,44991072
21 Grams,2003,How much does life weigh?,"A freak accident brings together a critically ill mathematician, a grieving mother, and a born-again ex-con.","Sean Penn, Naomi Watts, Danny Huston, Carly Nahon, Claire Pakis, Benicio Del Toro, Nick Nichols, Charlotte Gainsbourg, John Rubinstein, Eddie Marsan, Loyd Keith Salter, Antef A. Harris, Melissa Leo, Marc Musso, Teresa Delgado",124,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,7.7,221361.0,30999.0,221361.0,2030.0,1101.0,1670.0,3027.0,6790.0,17761.0,50598.0,75021.0,39404.0,23959.0,0.995,7.7,6.597,6.575,0.0,-0.9022,7.725,1,20000000,60427839,23707052,71628298
21 Jump Street,2012,They thought the streets were mean. Then they went back to high school.,A pair of underachieving cops are sent back to a local high school to blend in and bring down a synthetic drug ring.,"Jonah Hill, Channing Tatum, Brie Larson, Dave Franco, Rob Riggle, DeRay Davis, Ice Cube, Dax Flame, Chris Parnell, Ellie Kemper, Jake Johnson, Nick Offerman, Holly Robinson Peete, Johnny Pemberton, Stanley Wong",109,1.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,7.2,502220.0,74073.0,502220.0,4232.0,2758.0,4554.0,9394.0,24696.0,70005.0,155633.0,132238.0,52060.0,46650.0,3.151,7.033,6.305,6.383,0.0,0.0,7.225,1,42000000,201585328,39889259,191454512
27 Dresses,2008,She's about to find the perfect fit.,"After serving as a bridesmaid 27 times, a young woman wrestles with the idea of standing by her sister's side as her sibling marries the man she's secretly in love with.","Brian Kerwin, Charli Barcena, Peyton List, Jane Pfitsch, Katherine Heigl, Jennifer Lim, Brigitte Bourdeau, Judy Greer, Danielle Skraastad, Marilyn L. Costello, James Marsden, Michael Paul, Yetta Gottesman, Erin Fogel, Bern Cohen",111,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,6.1,151643.0,27341.0,151643.0,2701.0,2547.0,4472.0,9487.0,22124.0,40660.0,34516.0,17882.0,7475.0,9779.0,1.401,5.867,5.633,5.9,0.7351,0.6369,6.175,1,30000000,160259319,30383599,162308496
300: Rise of an Empire,2014,Seize your glory!,"Greek general Themistokles leads the charge against invading Persian forces led by mortal-turned-god Xerxes and Artemisia, vengeful commander of the Persian navy.","Sullivan Stapleton, Eva Green, Lena Headey, Hans Matheson, Callan Mulvey, David Wenham, Rodrigo Santoro, Jack O'Connell, Andrew Tiernan, Igal Naor, Andrew Pleavin, Peter Mensah, Ben Turner, Ashraf Barhom, Christopher Sciueref",102,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,6.2,276636.0,26443.0,276636.0,11230.0,4947.0,8689.0,16617.0,35694.0,65220.0,66817.0,35849.0,14103.0,17470.0,2.979,6.15,6.2,6.025,0.5848,0.0,6.175,1,110000000,337580051,101320015,310941963
3:10 to Yuma,1982,Time waits for one man.,Broke small-time rancher Dan Evans is hired by the stagecoach line to put big-time captured outlaw leader Ben Wade on the 3:10 train to Yuma but Wade's gang tries to free him.,"Glenn Ford, Van Heflin, Felicia Farr, Leora Dana, Henry Jones, Richard Jaeckel, Robert Emhardt, Sheridan Comerate, George Mitchell, Robert Ellenstein, Ford Rainey",92,0.5,0.0,0.0,0.0,0.0,0.5,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.5,0.0,0.5,7.65,150934.0,33613.0,150934.0,1276.0,476.5,768.5,1534.0,3863.5,11827.0,35837.5,54058.5,25053.0,16239.5,1.15,7.26,6.902,7.483,0.0,0.5499,7.762,1,55000000,70016220,57841772,73633858
42,2013,The True Story Of An American Legend,"In 1947,","Chadwick Boseman, Harrison Ford, Nicole Beharie, Christopher Meloni, Ryan Merriman, Lucas Black, André Holland, Alan Tudyk, Hamish Linklater, T.R. Knight, John C. McGinley, Toby Huss, Max Gail, Brad Beyer, James Pickens Jr.",128,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,7.5,83372.0,21185.0,83372.0,666.0,192.0,302.0,740.0,2391.0,8029.0,22966.0,27048.0,11401.0,9637.0,0.774,7.167,7.166,5.5,0.4215,0.0,7.675,1,40000000,95020213,37441334,88942088
48 Hrs.,1982,One Cop. One Con. No Mercy.,"A hard-nosed cop reluctantly teams up with a wise-cracking criminal temporarily paroled to him, in order to track down a killer.","Nick Nolte, Eddie Murphy, Annette O'Toole, Frank McRae, James Remar, David Patrick Kelly, Sonny Landham, Brion James, Kerry Sherman, Jonathan Banks, James Keane, Tara King, Greta Blackburn, Margot Rose, Denise Crosby",96,1.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,6.9,67647.0,16744.0,67647.0,351.0,333.0,603.0,1602.0,4817.0,13777.0,25346.0,13205.0,3924.0,3689.0,1.162,6.678,6.27,6.55,0.0772,-0.8442,7.0,1,1000000,78868508,2259642,178214624
5 Flights Up,2014,A coming of age story,A long-time married couple who've spent their lives together in the same New York apartment become overwhelmed by personal and real estate-related issues when they plan to move away.,"Diane Keaton, Morgan Freeman, Cynthia Nixon, Carrie Preston, Claire van der Boom, Korey Jackson, Michael Cristofer, Diane Ciesla, Josh Pais, Maddie Corman, Miriam Shor, Gary Wilmes, Liza J. Bennett, Ted Sod, Sterling Jerins",88,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,6.2,9143.0,1502.0,9143.0,171.0,116.0,198.0,475.0,1290.0,2713.0,2427.0,1021.0,309.0,423.0,0.549,6.167,6.921,6.402,0.0,0.0516,6.15,0,6000000,1020921,5526546,940361
50 First Dates,2004,Imagine having to win over the girl of your dreams... every friggin' day.,Henry Roth is a man afraid of commitment until he meets the beautiful Lucy. They hit it off and Henry think he's finally found the girl of his dreams until discovering she has short-term memory loss and forgets him the next day.,"Adam Sandler, Drew Barrymore, Rob Schneider, Sean Astin, Lusia Strus, Dan Aykroyd, Amy Hill, Allen Covert, Blake Clark, Maya Rudolph, Pomaika'i Brown, Joe Nakashima, Peter Dante, Dom Magwili, Jonathan Loughran",99,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,6.8,320588.0,56996.0,320588.0,2816.0,2711.0,4996.0,10499.0,26930.0,63581.0,97392.0,60257.0,24910.0,26496.0,2.669,6.311,5.825,6.279,0.5859,0.7845,6.875,1,75000000,196482882,86583404,226828759
50/50,2011,It takes a pair to beat the odds.,"Inspired by a true story, a comedy centered on a 27-year-old guy who learns of his cancer diagnosis and his subsequent struggle to beat the disease.","Joseph Gordon-Levitt, Seth Rogen, Anna Kendrick, Bryce Dallas Howard, Anjelica Huston, Serge Houde, Andrew Airlie, Matt Frewer, Philip Baker Hall, Donna Yamamoto, Sugar Lyn Beard, Yee Jee Tso, Sarah Smyth, Peter Kelamis, Jessica Parker Kennedy",100,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,7.6,311992.0,50497.0,311992.0,1307.0,712.0,1212.0,2679.0,8644.0,27706.0,81046.0,108827.0,50123.0,29736.0,1.532,6.5,6.586,6.587,0.0,0.2023,7.775,1,8000000,39187783,7755184,37988560
54,1998,You've never been anywhere until you've been here.,The famous 1970s New York City nightclub seen and told through the eyes of a young employee.,"Ryan Phillippe, Salma Hayek, Neve Campbell, Mike Myers, Sela Ward, Breckin Meyer, Sherry Stringfield, Ellen Albertini Dow, Cameron Mathison, Noam Jenkins, Jay Goede, Patrick Taylor, Heather Matarazzo, Skipp Sudduth, Aemilia Robinson",93,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,5.9,31181.0,7729.0,31181.0,705.0,706.0,1328.0,2799.0,6011.0,8457.0,6056.0,2857.0,920.0,1342.0,0.616,5.9,6.271,5.997,0.0,0.0,5.875,1,13000000,16757163,17390041,22415981
9,2009,When our world ended their mission began.,A rag doll that awakens in a postapocalyptic future holds the key to humanity's salvation.,"Christopher Plummer, Martin Landau, John C. Reilly, Crispin Glover, Jennifer Connelly, Fred Tatasciore, Elijah Wood, Alan Oppenheimer, Tom Kane, Helen Wilson",79,1.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,7.1,131029.0,21766.0,131029.0,1179.0,903.0,1676.0,3452.0,8435.0,21416.0,39890.0,30176.0,13668.0,10234.0,2.846,7.1,6.43,6.522,0.0,0.0,7.05,1,30000000,48428063,15246006,24611152
90 Minutes in Heaven,2015,Hope lives,"A man involved in a horrific car crash is pronounced dead, only to come back to life an hour and a half later, claiming to have seen Heaven.","Hayden Christensen, Kate Bosworth, Hudson Meek, Bobby Batson, Elizabeth Hunter, Nicholas Pryor, Michael Harding, Cynthia Barrett, Bruce Taylor, Matt Bauman, Trevor Allen Martin, Sallye Hooks, Mark Oliver, Matthew Cornwell, Jody Thompson",121,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4.8,3333.0,725.0,3333.0,450.0,197.0,254.0,464.0,467.0,433.0,305.0,188.0,165.0,410.0,0.299,5.34,5.3,5.764,0.4404,-0.8442,5.05,0,5000000,4842699,4599997,4455281
99 Homes,2014,Greed is the only game in town.,A recently unemployed single father struggles to get back his foreclosed home by working for the real estate broker who is the source of his frustration.,"Michael Shannon, Douglas M. Griffin, Randy Austin, Carl Palmer, Andrew Garfield, James Brown, Luke Sexton, Noah Lomax, Alex Aristidis, Tim Guinee, Jonathan Tabler, Garrett Kruithof, Richard Holden, Deneen Tyler, Albert C. Bates",112,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,7.1,29595.0,4893.0,29595.0,253.0,103.0,181.0,441.0,1387.0,5019.0,11624.0,7421.0,1936.0,1230.0,0.661,6.0,6.369,7.233,-0.4019,-0.6808,7.1,0,8000000,1411927,7359996,1298972
A Bug's Life,1998,An epic presentation of miniature proportions.,"A misfit ant, looking for ""warriors"" to save his colony from greedy grasshoppers, recruits a group of bugs that turn out to be an inept circus troupe.","Dave Foley, Kevin Spacey, Julia Louis-Dreyfus, Hayden Panettiere, Phyllis Diller, Richard Kind, David Hyde Pierce, Joe Ranft, Denis Leary, Jonathan Harris, Madeline Kahn, Bonnie Hunt, Michael McShane, John Ratzenberger, Brad Garrett",95,0.0,1.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,7.2,261431.0,53048.0,261431.0,1250.0,932.0,1839.0,4451.0,13114.0,40610.0,90430.0,66039.0,23063.0,19703.0,2.006,7.11,7.1,6.44,0.0,0.2263,7.2,1,120000000,363398565,160523456,486116613
A Christmas Carol,1988,Season's Greedings,"On Christmas Eve, Ebenezer Scrooge is visited by the spirit of his former partner, Jacob Marley. The deceased partner was as mean and miserly as Scrooge is now and he warns him to change his ways or face the consequences in the afterlife.","Reginald Owen, Gene Lockhart, Kathleen Lockhart, Terry Kilburn, Barry MacKay, Lynne Carver, Leo G. Carroll, Lionel Braham, Ann Rutherford, D'Arcy Corrigan, Ronald Sinclair",69,0.0,0.0,0.333,0.0,0.0,0.0,0.667,0.667,0.667,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,6.033,34872.667,5958.333,34872.667,459.667,320.333,581.333,1186.333,2956.333,6845.667,10222.333,6327.667,2642.0,3331.0,1.715,5.982,6.486,4.725,0.0,-0.2732,6.158,1,200000000,325233863,67760028,110189279
A Civil Action,1998,Justice has its price.,"A tenacious lawyer takes on a case involving a major company responsible for causing several people to be diagnosed with leukemia due to the town's water supply being contaminated, at the risk of bankrupting his firm and career.","John Travolta, Robert Duvall, Tony Shalhoub, William H. Macy, Zeljko Ivanek, Bruce Norris, John Lithgow, Kathleen Quinlan, Peter Jacobson, Mary Mara, James Gandolfini, Stephen Fry, Dan Hedaya, David Thornton, Sydney Pollack",115,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,6.6,27052.0,8300.0,27052.0,302.0,255.0,407.0,1015.0,2844.0,7090.0,8879.0,4160.0,1166.0,934.0,0.488,7.0,6.579,6.0,0.5267,0.0516,6.7,0,70000000,56702901,93638682,75851213
A Dirty Shame,2004,Threatening the very limits of common decency.,"An uptight, middle-aged, repressed woman turns into a sex addict after getting hit on the head, and she then falls into an underground subculture of sex addicts in suburban Baltimore.","Tracey Ullman, Johnny Knoxville, Selma Blair, Chris Isaak, Suzanne Shepherd, Mink Stole, Patricia Hearst, Jackie Hoffman, Nick Noble, Lucy Newman-Williams, Scott Morgan, Wes Johnson, David A. Dunham, David Moretti, Jeffrey Auerbach",89,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,5.1,12098.0,3464.0,12098.0,1360.0,822.0,917.0,1240.0,1818.0,1906.0,1592.0,1030.0,477.0,936.0,0.226,6.487,5.431,6.05,-0.5267,-0.5994,5.225,0,15000000,1914166,17316681,2209800
A Girl Walks Home Alone at Night,2014,Unknown,"In the Iranian ghost-town Bad City, a place that reeks of death and loneliness, the townspeople are unaware they are being stalked by a lonesome vampire.","Sheila Vand, Arash Marandi, Marshall Manesh, Mozhan Marnò, Dominic Rains, Rome Shadanloo, Milad Eghbali, Reza Sixo Safai, Ray Haratian, Ana Lily Amirpour, Pej Vahdat, Masuka The Cat, Maruti Garikiparthi, Caitlin Reza",101,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,7.0,29994.0,5466.0,29994.0,674.0,379.0,577.0,919.0,2047.0,4346.0,8050.0,7549.0,3266.0,2187.0,0.404,7.0,7.0,7.25,0.0,-0.926,7.025,0,1000000,395000,921091,363830
A Guy Thing,2003,Boy meets girl. Boy meets girl's cousin.,A soon-to-be husband wakes up on the morning after his bachelor party in bed with another woman.,"Jason Lee, Julia Stiles, Selma Blair, James Brolin, Shawn Hatosy, Lochlyn Munro, Diana Scarwid, David Koechner, Julie Hagerty, Thomas Lennon, Jackie Burroughs, Jay Brazeau, Matthew Walker, Fred Ewanuick, Lisa Calder",101,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,5.6,16414.0,4238.0,16414.0,494.0,536.0,913.0,1596.0,3537.0,4346.0,2593.0,1187.0,450.0,762.0,0.403,5.35,5.623,6.019,0.0,0.4019,5.725,0,20000000,17432163,23707052,20663260
A Haunted House,2013,This $*%! ain't paranormal.,"Malcolm and Kisha move into their dream home, but soon learn a demon also resides there. When Kisha becomes possessed, Malcolm - determined to keep his sex life on track - turns to a priest, a psychic, and a team of ghost-busters for help.","Marlon Wayans, Marlene Forte, Essence Atkins, David Koechner, Dave Sheridan, Nick Swardson, Alanna Ubach, Andrew Daly, J.B. Smoove, Robin Thede, Jordenn Thompson, Affion Crockett, Cedric the Entertainer",86,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,5.0,42932.0,7045.0,42932.0,3362.0,2553.0,3518.0,4804.0,7322.0,7130.0,5274.0,3103.0,1418.0,4448.0,0.892,5.033,5.698,5.133,0.0,0.7992,5.1,1,2500000,60141683,2340083,56294621
A Home at the End of the World,2004,Family can be whatever you want it to be.,A boy who has experienced many losses in his life grows to manhood and enters into a love triangle with a woman and his boyhood friend.,"Andrew Chalmers, Ryan Donowho, Asia Vieira, Quancetia Hamilton, Jeff J.J. Authors, Lisa Merchant, Ron Lea, Erik Smith, Harris Allan, Matt Frewer, Sissy Spacek, Colin Farrell, Dallas Roberts, Robin Wright, Shawn Roberts",97,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,6.7,13089.0,3580.0,13089.0,345.0,193.0,306.0,529.0,1136.0,2235.0,3076.0,2411.0,1241.0,1617.0,0.37,6.7,6.625,6.93,0.0772,0.6908,6.875,0,6500000,1548955,7503895,1788183
A Knight's Tale,2001,He Will Rock You,"After his master dies, a peasant squire, fueled by his desire for food and glory, creates a new identity for himself as a knight.","Heath Ledger, Rufus Sewell, Shannyn Sossamon, Paul Bettany, Laura Fraser, Mark Addy, Alan Tudyk, Bérénice Bejo, Scott Handy, James Purefoy, Leagh Conwell, Christopher Cazenove, Steven O'Donnell, Jonathan Slinger, Nick Brimble",132,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,6.9,167807.0,35348.0,167807.0,1711.0,1290.0,2372.0,4774.0,11688.0,29063.0,50802.0,34470.0,14594.0,17043.0,1.692,7.167,6.186,6.4,0.0,0.8074,7.0,1,65000000,117487473,80046727,144684426
