movie_title,year,tagline,plot,cast,duration,Action,Adventure,Animation,Biography,Comedy,Crime,Drama,Family,Fantasy,History,Horror,Music,Musical,Mystery,Romance,Sci-Fi,Sport,Thriller,War,Western,avg_vote,total_votes,us_voters_votes,votes,votes_1,votes_2,votes_3,votes_4,votes_5,votes_6,votes_7,votes_8,votes_9,votes_10,popularity,director_score,actor_score,actress_score,tagline_sentiment,plot_sentiment,total_score,profitable,budget,revenue,budget_adj,revenue_adj
Jack Reacher,2012,The Law Has Limits. He Does Not.,A homicide investigator digs deeper into a case involving a trained military sniper who shot five random victims.,"Tom Cruise, Rosamund Pike, Richard Jenkins, David Oyelowo, Werner Herzog, Jai Courtney, Vladimir Sizov, Joseph Sikora, Michael Raymond-James, Alexia Fast, Josh Helman, Robert Duvall, James Martin Kelly, Dylan Kussman, Denver Milord",130,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,7.0,301986.0,39128.0,301986.0,2798.0,1735.0,2972.0,6588.0,18015.0,50803.0,109185.0,69194.0,22267.0,18429.0,2.945,6.85,6.523,6.36,0.0,-0.3182,7.05,1,60000000,218340595,56984656,207367731
Jacob's Ladder,2004,The most frightening thing about Jacob Singer's nightmare is that he isn't dreaming.,"Mourning his dead child, a haunted Vietnam War veteran attempts to uncover his past while suffering from a severe case of dissociation. To do so, he must decipher reality and life from his own dreams, delusions, and perceptions of death.","Tim Robbins, Elizabeth Peña, Danny Aiello, Matt Craven, Pruitt Taylor Vince, Jason Alexander, Patricia Kalember, Eriq La Salle, Ving Rhames, Brian Tarantina, Anthony Alessandro, Brent Hinkley, S. Epatha Merkerson, Suzanne Shepherd, Doug Barron",113,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,5.5,49519.0,11440.5,49519.0,730.0,396.0,563.5,994.0,2078.0,5315.0,12119.0,14322.0,7265.0,5736.5,0.5,5.5,5.656,6.033,-0.5413,-0.9686,5.587,1,25000000,25965144,41722463,43333190
Jade,1995,Some fantasies go too far.,"A bright assistant D.A. investigates a gruesome hatchet murder and hides a clue he found at the crime scene. Under professional threats and an attempt on his life, he goes on heartbroken because evidence point to the woman he still loves.","David Caruso, Linda Fiorentino, Chazz Palminteri, Richard Crenna, Michael Biehn, Donna Murphy, Ken King, Holt McCallany, David Hunt, Angie Everhart, Kevin Tighe, Robin Thomas, Jay Jacobus, Victoria Smith, Drew Snyder",95,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,5.3,11220.0,2830.0,11220.0,487.0,511.0,777.0,1630.0,2667.0,2330.0,1494.0,661.0,237.0,426.0,0.407,6.43,6.358,6.45,0.0,-0.886,5.2,0,50000000,9851610,71548343,14097327
Jane Austen's Mafia!,1998,See it early. Avoid the mob.,Takeoff on the Godfather with the son of a mafia king taking over for his dying father,"Jay Mohr, Billy Burke, Christina Applegate, Pamela Gidley, Olympia Dukakis, Lloyd Bridges, Jason Fuchs, Joe Viterelli, Tony Lo Bianco, Blake Hammond, Philip Suriano, Vincent Pastore, Marisol Nichols, Carol Ann Susi, Gregory Sierra",87,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,5.7,14364.0,3585.0,14364.0,726.0,576.0,989.0,1525.0,2570.0,2828.0,2189.0,1271.0,553.0,1137.0,0.241,6.7,6.124,5.992,-0.296,0.0,5.725,1,10000000,19000000,13376954,25416213
Jason Goes to Hell: The Final Friday,1993,Evil has finally found a home.,Serial killer Jason Voorhees' supernatural origins are revealed.,"John D. LeMay, Kari Keegan, Kane Hodder, Steven Williams, Steven Culp, Erin Gray, Rusty Schwimmer, Richard Gant, Leslie Jordan, Billy Green Bush, Kipp Marcus, Andrew Bloch, Adam Cranner, Allison Smith, Julie Michaels",87,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,4.2,27410.0,8663.0,27410.0,3075.0,2899.0,3505.0,4966.0,4496.0,3154.0,2097.0,1069.0,508.0,1641.0,0.504,4.4,4.558,4.2,-0.6597,-0.6486,4.3,1,3000000,15935068,4528409,22
Jaws,1975,Don't go in the water.,"When a killer shark unleashes chaos on a beach community, it's up to a local sheriff, a marine biologist, and an old seafarer to hunt the beast down.","Roy Scheider, Robert Shaw, Richard Dreyfuss, Lorraine Gary, Murray Hamilton, Carl Gottlieb, Jeffrey Kramer, Susan Backlinie, Jonathan Filley, Ted Grossman, Chris Rebello, Jay Mello, Lee Fierro, Jeffrey Voorhees, Craig Kingsbury",124,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,8.0,535807.0,114795.0,535807.0,4772.0,2222.0,3371.0,6054.0,14762.0,38776.0,105262.0,160666.0,101102.0,98820.0,2.563,7.386,6.979,5.6,0.0,-0.8402,8.1,1,7000000,470654000,28362748,1907005842
Jaws 2,1978,Just when you thought it was safe to go back in the water...,Police chief Brody must protect the citizens of Amity after a second monstrous shark begins terrorizing the waters.,"Roy Scheider, Lorraine Gary, Murray Hamilton, Joseph Mascolo, Jeffrey Kramer, Collin Wilcox Paxton, Ann Dusenberry, Mark Gruner, Barry Coe, Susan French, Gary Springer, Donna Wilkes, Gary Dubin, John Dukakis, G. Thomas Dunlop",116,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,5.8,69533.0,16571.0,69533.0,1204.0,1453.0,2826.0,6426.0,15197.0,20826.0,12385.0,5096.0,1591.0,2529.0,1.563,6.5,6.211,5.6,0.4404,-0.34,5.85,1,20000000,187884007,66854013,628040000
Jaws: The Revenge,1987,"This time, itâ€™s personal.",Chief Brody's widow believes that her family is deliberately being targeted by another shark in search of revenge.,"Lorraine Gary, Lance Guest, Mario Van Peebles, Karen Young, Michael Caine, Judith Barsi, Mitchell Anderson, Lynn Whitfield, Jay Mello, Cedric Scott, Charles Bowleg, Melvin Van Peebles, Mary Smith, Edna Billotto, Fritzi Jane Courtney",89,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,3.0,40392.0,11037.0,40392.0,10959.0,7951.0,7255.0,5224.0,3634.0,2185.0,1093.0,563.0,241.0,1287.0,1.286,6.2,4.9,5.133,0.0,-0.5267,3.025,1,23000000,51881013,44138850,99563837
Jeepers Creepers 2,2003,He can taste your fear.,"Set a few days after the original, a championship basketball team's bus is attacked by The Creeper, the winged, flesh-eating terror, on the last day of his 23-day feeding frenzy.","Ray Wise, Jonathan Breck, Garikayi Mutambirwa, Eric Nenninger, Nicki Aycox, Travis Schiffner, Lena Cardwell, Billy Aaron Brown, Marieh Delfino, Diane Delano, Thom Gossom Jr., Tom Tarantini, Al Santos, Josh Hammond, Kasan Butcher",106,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,5.6,57297.0,13046.0,57297.0,2006.0,1982.0,3262.0,6027.0,11417.0,13615.0,9262.0,4408.0,1657.0,3661.0,0.598,5.375,5.567,5.933,-0.4939,-0.5423,5.75,1,17000000,63102666,20150994,74798912
"Jeff, Who Lives at Home",2011,The first step to finding your destiny is leaving your mother's basement.,"Dispatched from his basement room on an errand for his widowed mother, slacker Jeff might discover his destiny (finally) when he spends the day with his unhappily married brother as he tracks his possibly adulterous wife.","Jason Segel, Ed Helms, Susan Sarandon, Judy Greer, Rae Dawn Chong, Steve Zissis, Evan Ross, Benjamin Brant Bickham, Lee Nguyen, Tim J. Smith, Ernest James, Tre Styles, Raion Hill, Zac Cino, Lance E. Nichols",83,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,6.5,61391.0,15335.0,61391.0,837.0,754.0,1336.0,2892.0,6868.0,15127.0,18111.0,9521.0,3151.0,2794.0,0.194,6.4,6.158,6.225,0.0,-0.7184,6.7,0,10000000,4417580,9693980,4282393
Jerry Maguire,1996,Everybody loved him... Everybody disappeared.,"When a sports agent has a moral epiphany and is fired for expressing it, he decides to put his new philosophy to the test as an independent agent with the only athlete who stays with him and his former colleague.","Tom Cruise, Cuba Gooding Jr., Renée Zellweger, Kelly Preston, Jerry O'Connell, Jay Mohr, Bonnie Hunt, Regina King, Jonathan Lipnicki, Todd Louiso, Mark Pellington, Jeremy Suarez, Jared Jussim, Benjamin Kimball Smith, Ingrid Beer",139,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,7.3,238398.0,53325.0,238398.0,2272.0,1351.0,2136.0,4275.0,11090.0,31171.0,73785.0,65670.0,26680.0,19968.0,1.118,6.871,6.449,6.265,0.4588,-0.5574,7.25,1,50000000,273552592,69510836,380297392
Jersey Girl,1998,He wanted it all...but he got more than he bargained for.,Sal is a wealthy and triumphant yuppie who normaly would not do everything in order to get a woman. But this time it is something special and he is about to give up his position for his ...,"Jami Gertz, Dylan McDermott, Sheryl Lee, Aida Turturro, Molly Price, Star Jasper, Joseph Mazzello, Joseph Bologna, Philip Casnoff, Pat Collins, Regina Taylor, Amy Sakasitz, Mary Beth Peil, Jordan Dean, Richard Maldone",95,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,6.15,32048.5,8539.0,32048.5,858.5,587.5,967.5,1980.5,4143.5,7700.0,7679.0,4092.5,1575.0,2464.5,0.875,6.1,5.889,6.291,0.0,0.8225,6.312,1,35000000,36098382,40405588,41673611
Jimmy Neutron: Boy Genius,2001,"He may be small, but he's got a big brain!",An eight-year-old boy genius and his friends must rescue their parents after the adults are abducted by aliens.,"Megan Cavanagh, Mark DeCarlo, Debi Derryberry, Jeffrey Garcia, Bob Goen, Mary Hart, Carolyn Lawrence, Andrea Martin, Candi Milo, Rob Paulsen, Crystal Scales, Martin Short, Patrick Stewart, Jim Cummings, David L. Lander",82,1.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,6.0,30154.0,8706.0,30154.0,761.0,594.0,1047.0,2135.0,4930.0,8297.0,6476.0,2929.0,977.0,2008.0,1.213,5.9,6.0,6.333,0.0,0.4767,6.075,1,25000000,80936232,30787202,99672007
Jingle All the Way,1996,"Two Dads, One Toy, No Prisoners.","A father vows to get his son a Turbo Man action figure for Christmas. However, every store is sold out of them, and he must travel all over town and compete with everybody else in order to find one.","Arnold Schwarzenegger, Sinbad, Phil Hartman, Rita Wilson, Robert Conrad, Martin Mull, Jake Lloyd, Jim Belushi, E.J. De la Pena, Laraine Newman, Justin Chapman, Harvey Korman, Richard Moll, Daniel Riordan, Jeff L. Deist",89,0.0,1.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,5.6,89388.0,20170.0,89388.0,2611.0,3121.0,5571.0,9825.0,18052.0,20476.0,14292.0,6891.0,2530.0,6019.0,1.295,5.017,5.73,6.333,-0.6705,0.0,5.75,1,60000000,129832389,83413004,180495160
Joe,1991,Unknown,"Two men, Bill, a wealthy conservative, and Joe, a far-right factory worker, form a dangerous bond after Bill confesses to murdering his daughter's drug dealer boyfriend to Joe.","Susan Sarandon, Patrick McDermott, Tim Lewis, Estelle Omens, Bob O'Connell, Marlene Warfield, Dennis Patrick, Audrey Caire, Mary Case, Jenny Paine, Peter Boyle, Reid Cruickshanks, Rudy Churney, K Callan, Robert Emerick",107,0.0,0.0,0.0,0.0,0.0,0.5,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.5,0.0,0.0,6.85,23768.5,4257.0,23768.5,385.5,210.0,356.0,685.0,1743.5,4456.0,7989.0,4934.5,1572.0,1437.0,0.34,6.678,6.467,6.361,0.0,-0.7096,6.938,0,4000000,2365467,3684364,2178810
Joe Dirt,2001,He Came. He Cleaned. He Conquered.,"After being abandoned by his parents at the Grand Canyon, Joe Dirt tells the story of his journey to find his parents.","David Spade, Brittany Daniel, Dennis Miller, Adam Beach, Christopher Walken, Jaime Pressly, Kid Rock, Erik Per Sullivan, Megan Taylor Harvey, Caroline Aaron, Fred Ward, John Farley, Bob Zany, Bean Miller, Lee Walker",91,0.0,1.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,6.0,50515.0,21400.0,50515.0,1681.0,1588.0,2374.0,3948.0,7133.0,10627.0,10044.0,5859.0,2571.0,4690.0,0.521,5.5,5.888,5.333,0.0,-0.34,6.075,1,17700000,30987695,21797339,38160978
Joe's Apartment,1996,Sex Bugs Rock 'n Roll,"A nice guy has just moved to New York and discovers that he must share his run-down apartment with a couple thousand singing, dancing cockroaches.","Jerry O'Connell, Megan Ward, Billy West, Reginald Hudlin, Jim Turner, Pepa, Robert Vaughn, Don Ho, Jim Sterling, Shiek Mahmud-Bey, David Huddleston, Frank Bello, Lord Kayson, Alex Molina, Wayman Ezell",80,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,5.5,12411.0,3305.0,12411.0,641.0,495.0,829.0,1381.0,2440.0,2507.0,1897.0,1006.0,384.0,831.0,0.111,5.5,5.556,5.967,0.0,0.6124,5.575,0,13000000,4619014,18072817,6421430
John Carter,2012,Lost in Our World. Found in Another.,"Transported to Barsoom, a Civil War vet discovers a barren planet seemingly inhabited by 12-foot tall barbarians. Finding himself prisoner of these creatures, he escapes, only to encounter Woola and a princess in desperate need of a savior.","Taylor Kitsch, Lynn Collins, Samantha Morton, Willem Dafoe, Thomas Haden Church, Mark Strong, Ciarán Hinds, Dominic West, James Purefoy, Bryan Cranston, Polly Walker, Daryl Sabara, Arkie Reece, Davood Ghadami, Pippa Nixon",132,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,6.6,251828.0,37437.0,251828.0,4639.0,3675.0,6402.0,12109.0,24985.0,48394.0,66456.0,43795.0,18851.0,22522.0,1.588,6.9,6.331,6.657,-0.3182,-0.8481,6.75,1,260000000,284139100,246933513,269859485
Jonah Hex,2010,Revenge gets ugly.,"The U.S. military makes a scarred bounty hunter with warrants on his own head an offer he cannot refuse: in exchange for his freedom, he must stop a terrorist who is ready to unleash Hell on Earth.","Josh Brolin, John Malkovich, Megan Fox, Michael Fassbender, Will Arnett, John Gallagher Jr., Tom Wopat, Michael Shannon, Wes Bentley, Julia Jones, Luke James Fleischmann, Rio Hackford, David Jensen, Billy Blair, Sean Boyd",81,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4.7,54639.0,10346.0,54639.0,3542.0,3762.0,5990.0,9828.0,12438.0,9638.0,4847.0,1966.0,682.0,1946.0,1.023,5.767,6.061,5.86,-0.7717,-0.601,4.75,0,47000000,10539000,47000000,10539000
Joy,2015,Unknown,"Joy is the story of the title character, who rose to become founder and matriarch of a powerful family business dynasty.","Jennifer Lawrence, Robert De Niro, Bradley Cooper, Edgar Ramírez, Diane Ladd, Virginia Madsen, Isabella Rossellini, Dascha Polanco, Elisabeth Röhm, Susan Lucci, Laura Wright, Maurice Benard, Donna Mills, Jimmy Jean-Louis, Ken Howard",124,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,6.6,125572.0,15050.0,125572.0,1946.0,1073.0,1954.0,4320.0,11440.0,30220.0,41811.0,20866.0,6315.0,5627.0,2.793,7.017,6.655,7.043,0.0,0.765,6.725,1,60000000,101134059,55199975,93043293
Joy Ride,2001,"It was just a joke, just for fun.","Three young people on a road trip from Colorado to New Jersey talk to a trucker on their CB radio, then must escape when he turns out to be a psychotic killer.","Steve Zahn, Paul Walker, Leelee Sobieski, Jessica Bowman, Stuart Stone, Basil Wallace, Brian Leckner, Mary Wickliffe, McKenzie Satterthwaite, Dell Yount, Kenneth White, Luis Cortés, Michael McCleery, Jim Beaver, Rachel Singer",97,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,6.6,62993.0,16594.0,62993.0,630.0,645.0,1138.0,2467.0,6336.0,14715.0,19539.0,9718.0,3402.0,4403.0,0.743,6.617,6.182,6.4,0.6705,-0.5574,6.725,1,23000000,36642838,28324226,45125219
Joyful Noise,2012,Dream a whole lot louder,"G.G. Sparrow faces off with her choir's newly appointed director, Vi Rose Hill, over the group's direction as they head into a national competition.","Queen Latifah, Dolly Parton, Keke Palmer, Jeremy Jordan, Dexter Darden, Courtney B. Vance, Jesse L. Martin, Kirk Franklin, Angela Grovey, Andy Karl, Dequina Moore, Kris Kristofferson, Paul Woolfolk, Francis Jue, Roy Huang",118,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,5.7,7826.0,2944.0,7826.0,479.0,269.0,376.0,583.0,1078.0,1330.0,1162.0,842.0,461.0,1246.0,0.316,6.067,5.8,6.183,0.25,0.0,5.925,1,25000000,31158113,23,28
Julie & Julia,2009,Based on Two True Stories,Julia Child's story of her start in the cooking profession is intertwined with blogger Julie Powell's 2002 challenge to cook all the recipes in Child's first book.,"Meryl Streep, Amy Adams, Stanley Tucci, Chris Messina, Linda Emond, Helen Carey, Mary Lynn Rajskub, Jane Lynch, Joan Juliet Buck, Crystal McCreary, George Bartenieff, Vanessa Ferlito, Casey Wilson, Jillian Bach, Andrew Garman",123,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,7.0,105146.0,20757.0,105146.0,975.0,663.0,1071.0,2368.0,6436.0,18215.0,35815.0,23688.0,8826.0,7089.0,1.149,6.067,6.084,6.839,0.4215,0.0772,7.025,1,40000000,129540499,40656017,131665019
Jumanji,1995,Roll the dice and unleash the excitement!,"When two kids find and play a magical board game, they release a man trapped in it for decades - and a host of dangers that can only be stopped by finishing the game.","Robin Williams, Jonathan Hyde, Kirsten Dunst, Bradley Pierce, Bonnie Hunt, Bebe Neuwirth, David Alan Grier, Patricia Clarkson, Adam Hann-Byrd, Laura Bell Bundy, James Handy, Gillian Barber, Brandon Obray, Cyrus Thiedeke, Gary Joseph Thorup",104,0.0,1.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,7.0,299083.0,49740.0,299083.0,1336.0,1540.0,3150.0,7858.0,21172.0,54943.0,99436.0,63008.0,22327.0,24313.0,2.246,6.475,6.757,6.385,0.5411,-0.7269,7.025,1,65000000,262797249,93012846,376054156
Jumping the Broom,2011,Sometimes the only way to get past family drama... is to jump right over it.,Two very different families converge on Martha's Vineyard one weekend for a wedding.,"Angela Bassett, Paula Patton, Laz Alonso, Loretta Devine, Meagan Good, Tasha Smith, Julie Bowen, DeRay Davis, Valarie Pettiford, Mike Epps, Pooch Hall, Romeo Miller, Brian Stokes Mitchell, Gary Dourdan, T.D. Jakes",112,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,5.7,9839.0,2923.0,9839.0,631.0,260.0,402.0,812.0,1681.0,2033.0,1506.0,921.0,439.0,1154.0,0.423,5.7,4.9,5.844,0.0,0.0,5.925,1,6600000,37710610,6398027,36556591
Junior,1994,Nothing is inconceivable,"As part of a fertility research project, a male scientist agrees to carry a pregnancy in his own body.","Arnold Schwarzenegger, Danny DeVito, Emma Thompson, Frank Langella, Pamela Reed, Aida Turturro, James Eckhouse, Megan Cavanagh, Welker White, Kathleen Chalfant, Merle Kennedy, Judy Collins, Mindy Seeger, Christopher Meloni, Antoinette Peragine",109,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,4.6,63996.0,10281.0,63996.0,3752.0,4521.0,7571.0,12508.0,14813.0,10603.0,5396.0,2089.0,713.0,2030.0,0.849,6.154,5.97,6.413,0.0,0.2023,4.75,0,60000000,37000000,88266693,54431127
Jurassic Park,1993,An adventure 65 million years in the making.,A pragmatic paleontologist visiting an almost complete theme park is tasked with protecting a couple of kids after a power failure causes the park's cloned dinosaurs to run loose.,"Sam Neill, Laura Dern, Jeff Goldblum, Richard Attenborough, Bob Peck, Martin Ferrero, BD Wong, Joseph Mazzello, Ariana Richards, Samuel L. Jackson, Wayne Knight, Gerald R. Molen, Miguel Sandoval, Cameron Thor, Christopher John Fields",127,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,8.1,846021.0,146353.0,846021.0,4054.0,2538.0,4105.0,7435.0,18061.0,49784.0,151526.0,277799.0,178130.0,152589.0,2.205,7.386,6.613,7.233,0.3182,-0.6808,8.15,1,63000000,920100000,95096607,1388863312
Jurassic Park III,2001,"This time, it's not just a walk in the park!","A decidedly odd couple with ulterior motives convince Dr. Grant to go to Isla Sorna for a holiday, but their unexpected landing startles the island's new inhabitants.","Sam Neill, William H. Macy, Téa Leoni, Alessandro Nivola, Trevor Morgan, Michael Jeter, John Diehl, Bruce A. Young, Laura Dern, Taylor Nichols, Mark Harelik, Julio Oscar Mechoso, Blake Michael Bryan, Sarah Danielle Madison, Linda Park",92,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,5.9,290954.0,53655.0,290954.0,4646.0,4988.0,11037.0,24315.0,56054.0,86213.0,59724.0,23960.0,7563.0,12454.0,0.167,6.475,6.579,6.412,0.0,0.1415,5.95,1,93000000,368780809,114528394,454149183
Jurassic World,2015,The park is open.,"A new theme park, built on the original site of Jurassic Park, creates a genetically modified hybrid dinosaur, the Indominus Rex, which escapes containment and goes on a killing spree.","Chris Pratt, Bryce Dallas Howard, Irrfan Khan, Vincent D'Onofrio, Ty Simpkins, Nick Robinson, Jake Johnson, Omar Sy, BD Wong, Judy Greer, Lauren Lapkus, Brian Tee, Katie McGrath, Andy Buckley, Eric Edelstein",124,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,7.0,569512.0,72876.0,569512.0,6535.0,5015.0,8511.0,17147.0,40501.0,94206.0,168772.0,126084.0,51249.0,51492.0,32.986,7.0,6.64,6.452,0.0,-0.128,7.05,1,150000000,1513528810,137999939,1392445893
Just Like Heaven,2005,It's a wonderful afterlife.,A lonely landscape architect falls for the spirit of the beautiful woman who used to live in his new apartment.,"Reese Witherspoon, Mark Ruffalo, Donal Logue, Dina Spybey-Waters, Ben Shenkman, Jon Heder, Ivana Milicevic, Caroline Aaron, Rosalind Chao, Ron Canada, Willie Garson, Gabrielle Made, William Caploe, Shulie Cowen, Billy Beck",95,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,6.7,97788.0,17254.0,97788.0,918.0,783.0,1508.0,3403.0,8622.0,20166.0,28407.0,16647.0,7263.0,10071.0,1.103,6.05,6.356,6.418,0.5719,0.4767,6.825,1,58000000,102854431,64760670,114843481
Just My Luck,2006,Everything changed in the wink of an eye.,"Manhattanite Ashley is known to many as the luckiest woman around. After a chance encounter with a down-and-out young man, however, she realizes that she's swapped her fortune for his.","Lindsay Lohan, Chris Pine, Samaire Armstrong, Bree Turner, Faizon Love, Missi Pyle, Makenzie Vega, Carlos Ponce, Tom Fletcher, Danny Jones, Harry Judd, Dougie Poynter, Tovah Feldshuh, Jaqueline Fleming, Dane Rhodes",108,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,5.4,52962.0,7748.0,52962.0,2400.0,1962.0,3313.0,6138.0,11073.0,11608.0,7233.0,3747.0,1528.0,3960.0,1.195,6.0,6.564,5.28,0.0,0.7096,5.55,1,28000000,38159905,30286736,41276392
K-9,1989,Meet the two toughest cops in town.  One's just a little smarter than the other!,"To stop an elusive criminal, a maverick detective enlists the aid of a police dog who's an unusually intelligent smart alec.","Jim Belushi, Mel Harris, Kevin Tighe, Ed O'Neill, Rando, James Handy, Daniel Davis, Cotter Smith, John Snyder, Pruitt Taylor Vince, Sherman Howard, Jeff Allin, David Haskell, Alan Blumenfeld, William Sadler",101,1.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,6.0,30989.0,5192.0,30989.0,385.0,514.0,1005.0,2353.0,5735.0,9149.0,6350.0,2879.0,986.0,1633.0,0.548,5.55,6.121,6.0,0.4017,0.1708,5.975,1,18598420,78247647,32714340,137636432
Kalifornia,1993,Fear never travels alone.,"A journalist duo go on a tour of serial killer murder sites with two companions, unaware that one of them is a serial killer himself.","Brad Pitt, Kathy Larson, David Milford, David Duchovny, John Zarchen, David Rose, Michelle Forbes, Tommy Chappelle, Juliette Lewis, Judson Vaughn, James Michael McDougal, Patricia Sill, Brett Rice, Marisa Raper, Bill Crabb",117,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,6.7,50171.0,11070.0,50171.0,487.0,396.0,742.0,1668.0,4423.0,10992.0,16822.0,9184.0,3068.0,2389.0,0.762,6.2,6.905,6.8,-0.3527,-0.9442,6.8,0,9000000,2395231,13585229,3615529
Kids,1995,Unknown,"A day in the life of a group of teens as they travel around New York City skating, drinking, smoking and deflowering virgins.","Leo Fitzpatrick, Sarah Henderson, Justin Pierce, Joseph Chan, Johnathan Staci Kim, Adriane Brown, Sajan Bhagat, Billy Valdes, Billy Waldeman, Javier Nunez, Luis Núñez, Christian Bruna, Alex Glen, Chloë Sevigny, Rosario Dawson",91,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,7.1,71729.0,17141.0,71729.0,1941.0,989.0,1311.0,2105.0,4406.0,9970.0,19338.0,16514.0,7728.0,7427.0,0.447,6.533,6.708,6.925,0.0,0.0,7.075,1,1500000,7412216,2146450,10606635
