movie_title,year,tagline,plot,cast,duration,Action,Adventure,Animation,Biography,Comedy,Crime,Drama,Family,Fantasy,History,Horror,Music,Musical,Mystery,Romance,Sci-Fi,Sport,Thriller,War,Western,total_votes,us_voters_votes,votes,votes_1,votes_2,votes_3,votes_4,votes_5,votes_6,votes_7,votes_8,votes_9,votes_10,popularity,director_score,actor_score,actress_score,tagline_sentiment,plot_sentiment,imdb_score,profitable,budget,revenue,budget_adj,revenue_adj
A Girl Walks Home Alone at Night,2014,Unknown,"In the Iranian ghost-town Bad City, a place that reeks of death and loneliness, the townspeople are unaware they are being stalked by a lonesome vampire.","Sheila Vand, Arash Marandi, Marshall Manesh, Mozhan Marnò, Dominic Rains, Rome Shadanloo, Milad Eghbali, Reza Sixo Safai, Ray Haratian, Ana Lily Amirpour, Pej Vahdat, Masuka The Cat, Maruti Garikiparthi, Caitlin Reza",101,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,29994.0,5466.0,29994.0,674.0,379.0,577.0,919.0,2047.0,4346.0,8050.0,7549.0,3266.0,2187.0,0.403579,7.0,7.0,7.25,0.0,-0.926,7.0,0,1000000,395000,921091,363830
A Guy Thing,2003,Boy meets girl. Boy meets girl's cousin.,A soon-to-be husband wakes up on the morning after his bachelor party in bed with another woman.,"Jason Lee, Julia Stiles, Selma Blair, James Brolin, Shawn Hatosy, Lochlyn Munro, Diana Scarwid, David Koechner, Julie Hagerty, Thomas Lennon, Jackie Burroughs, Jay Brazeau, Matthew Walker, Fred Ewanuick, Lisa Calder",101,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,16414.0,4238.0,16414.0,494.0,536.0,913.0,1596.0,3537.0,4346.0,2593.0,1187.0,450.0,762.0,0.403468,5.35,5.622916666666667,6.019444444444445,0.0,0.4019,5.6,0,20000000,17432163,23707052,20663260
A Haunted House,2013,This $*%! ain't paranormal.,"Malcolm and Kisha move into their dream home, but soon learn a demon also resides there. When Kisha becomes possessed, Malcolm - determined to keep his sex life on track - turns to a priest, a psychic, and a team of ghost-busters for help.","Marlon Wayans, Marlene Forte, Essence Atkins, David Koechner, Dave Sheridan, Nick Swardson, Alanna Ubach, Andrew Daly, J.B. Smoove, Robin Thede, Jordenn Thompson, Affion Crockett, Cedric the Entertainer",86,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,42932.0,7045.0,42932.0,3362.0,2553.0,3518.0,4804.0,7322.0,7130.0,5274.0,3103.0,1418.0,4448.0,0.892455,5.033333333333334,5.697727272727272,5.133333333333333,0.0,0.7992,5.0,1,2500000,60141683,2340083,56294621
A Home at the End of the World,2004,Family can be whatever you want it to be.,A boy who has experienced many losses in his life grows to manhood and enters into a love triangle with a woman and his boyhood friend.,"Andrew Chalmers, Ryan Donowho, Asia Vieira, Quancetia Hamilton, Jeff J.J. Authors, Lisa Merchant, Ron Lea, Erik Smith, Harris Allan, Matt Frewer, Sissy Spacek, Colin Farrell, Dallas Roberts, Robin Wright, Shawn Roberts",97,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,13089.0,3580.0,13089.0,345.0,193.0,306.0,529.0,1136.0,2235.0,3076.0,2411.0,1241.0,1617.0,0.369726,6.7,6.625,6.930069930069932,0.0772,0.6908,6.7,0,6500000,1548955,7503895,1788183
A Knight's Tale,2001,He Will Rock You,"After his master dies, a peasant squire, fueled by his desire for food and glory, creates a new identity for himself as a knight.","Heath Ledger, Rufus Sewell, Shannyn Sossamon, Paul Bettany, Laura Fraser, Mark Addy, Alan Tudyk, Bérénice Bejo, Scott Handy, James Purefoy, Leagh Conwell, Christopher Cazenove, Steven O'Donnell, Jonathan Slinger, Nick Brimble",132,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,167807.0,35348.0,167807.0,1711.0,1290.0,2372.0,4774.0,11688.0,29063.0,50802.0,34470.0,14594.0,17043.0,1.692141,7.166666666666667,6.186111111111111,6.4,0.0,0.8074,6.9,1,65000000,117487473,80046727,144684426
A League of Their Own,1992,"To achieve the incredible, you have to attempt the impossible.",Two sisters join the first female professional baseball league and struggle to help it succeed amidst their own growing rivalry.,"Tom Hanks, Geena Davis, Lori Petty, Madonna, Rosie O'Donnell, Megan Cavanagh, Tracy Reiner, Bitty Schram, Ann Cusack, Anne Ramsay, Freddie Simpson, Renée Coleman, Robin Knight, Patti Pelton, Kelli Simpkins",128,0.0,0.0,0.0,0.0,1.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,91488.0,35803.0,91488.0,602.0,391.0,774.0,1755.0,4954.0,12836.0,27129.0,22073.0,10439.0,10535.0,0.467233,6.657142857142857,7.012500000000002,6.304761904761905,0.0,0.7579,7.3,1,40000000,107458785,62160970,166993558
A Lot Like Love,2005,There's nothing better than a great romance... to ruin a perfectly good friendship.,Unaquainted Emily and Oliver join the mile high club together on the way from LAX to NYC - end of story except they meet on and off the next 7 years. Are they meant for each other?,"Amanda Peet, Ashton Kutcher, Taryn Manning, Aimee Garcia, Lee Garlington, Birdie M. Hale, Tyrone Giordano, Melissa van der Schyff, Theresa Spruill, James Read, Molly Cheek, Sarah Ann Morris, Gabriel Mann, Kathryn Hahn, Ali Larter",107,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,66632.0,9550.0,66632.0,950.0,660.0,1183.0,2563.0,6728.0,14549.0,18365.0,10650.0,4584.0,6400.0,0.665701,6.449999999999999,6.0200000000000005,5.476666666666667,0.128,0.296,6.6,1,30000000,42886719,33496898,47885736
A Night at the Roxbury,1998,Score!,"Two dim-witted brothers dream of owning their own dance club or at least getting into the coolest and most exclusive club in town, The Roxbury.","Will Ferrell, Chris Kattan, Raquel Gardner, Viveca Paulin, Paulette Braxton, Michael M. Horton, Richard Francese, Jennifer Coolidge, Michael Clarke Duncan, Richard Grieco, Trish Ramish, Loni Anderson, Dan Hedaya, Gina Mari, Roy Jenkins",82,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,56159.0,17391.0,56159.0,1849.0,1544.0,2114.0,3749.0,6946.0,11029.0,11066.0,7180.0,3288.0,7394.0,0.669113,6.3,5.8270833333333325,6.3,0.0,0.4201,6.3,1,17000000,30331165,22740822,40573861
A Nightmare on Elm Street,1997,Never Sleep Again.,The monstrous spirit of a slain child murderer seeks revenge by invading the dreams of teenagers whose parents were responsible for his untimely death.,"John Saxon, Ronee Blakley, Heather Langenkamp, Amanda Wyss, Jsu Garcia, Johnny Depp, Charles Fleischer, Joseph Whipp, Robert Englund, Lin Shaye, Joe Unger, Mimi Craven, Jack Shea, Ed Call, Sandy Lipton",91,0.0,0.0,0.0,0.0,0.0,0.5,0.5,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,145585.0,32686.5,145585.0,3675.0,2695.5,4313.5,7113.5,13462.0,20626.5,33246.5,31391.5,12976.5,16084.5,1.074308,5.6125,6.320350877192983,5.909126984126984,0.0,-0.802,6.350000000000001,1,35000000,115664037,19389137,84599540
A Nightmare on Elm Street 3: Dream Warriors,1987,"If you think you're ready for Freddy, think again!",A psychiatrist familiar with knife-wielding dream demon Freddy Krueger helps teens at a mental hospital battle the killer who is invading their dreams.,"Heather Langenkamp, Craig Wasson, Patricia Arquette, Robert Englund, Ken Sagoes, Rodney Eastman, Jennifer Rubin, Bradley Gregg, Ira Heiden, Laurence Fishburne, Penelope Sudrow, John Saxon, Priscilla Pointer, Clayton Landey, Brooke Bundy",96,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,68794.0,17176.0,68794.0,748.0,677.0,1459.0,2923.0,7569.0,15715.0,18132.0,10603.0,4174.0,6794.0,1.121083,6.525,6.208333333333332,6.244047619047619,0.4199,-0.1531,6.6,1,5000000,44793222,9595402,85961796
A Nightmare on Elm Street 4: The Dream Master,1988,Terror beyond your wildest dreams.,"Freddy Krueger returns once again to terrorize the dreams of the remaining Dream Warriors, as well as those of a young woman who may be able to defeat him for good.","John Beckman, Kisha Brackel, Brooke Bundy, Wanda Bursey, Hope Marie Carlton, Kristen Clayton, Duane Davis, Rodney Eastman, Robert Englund, Richard Garrison, Danny Hassel, Andras Jones, Tuesday Knight, Jeff Levine, Joanna Lipari",93,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,48709.0,12189.0,48709.0,878.0,1100.0,2330.0,5277.0,11086.0,12180.0,7611.0,3573.0,1313.0,3361.0,0.78304,6.112500000000001,5.7555555555555555,5.7,-0.1779,0.1027,5.7,1,7000000,72500000,12907237,133682099
A Nightmare on Elm Street Part 2: Freddy's Revenge,1985,Someone is coming back to Elm Street!,"A teenage boy is haunted in his dreams by deceased child murderer Freddy Krueger, who is out to possess him in order to continue his reign of terror in the real world.","Mark Patton, Kim Myers, Robert Rusler, Clu Gulager, Hope Lange, Marshall Bell, Melinda O. Fee, Tom McFadden, Sydney Walsh, Robert Englund, Edward Blackoff, Christie Clark, Lyman Ward, Donna Bruce, Hart Sprager",87,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,59772.0,14662.0,59772.0,1649.0,2369.0,4115.0,7653.0,13643.0,13784.0,8299.0,3691.0,1353.0,3216.0,1.299275,6.2,5.572222222222222,5.5,0.0,-0.8555,5.5,1,3000000,29999213,6081498,60813386
A Perfect Getaway,2009,Welcome to paradise. Enter at your own risk.,Two pairs of lovers on a Hawaiian vacation discover that psychopaths are stalking and murdering tourists on the islands.,"Steve Zahn, Timothy Olyphant, Milla Jovovich, Kiele Sanchez, Marley Shelton, Chris Hemsworth, Anthony Ruivivar, Dale Dickey, Peter Navy Tuiasosopo, Wendy Braun, Jim Cruz, Angela Sun, Leandra Gillis, Amit Yogev, Carlos Alberto Lopez",98,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,66624.0,13725.0,66624.0,886.0,744.0,1430.0,2890.0,6991.0,16296.0,20164.0,9951.0,3395.0,3877.0,0.883984,6.6,6.430588235294118,6.025,0.7269,-0.2263,6.5,1,14000000,22852638,14229606,23227431
A Perfect Murder,1998,A powerful husband. An unfaithful wife. A jealous lover. All of them have a motive. Each of them has a plan.,"A wealthy Wall Street speculator discovers that his wife has a lover. He investigates him and uses the carrot and stick to make him murder his wife. Planned to detail, it seems like a perfect murder.","Michael Douglas, Gwyneth Paltrow, Viggo Mortensen, David Suchet, Sarita Choudhury, Michael P. Moran, Novella Nelson, Constance Towers, Will Lyman, Maeve McGuire, Stephen Singer, Laurinda Barrett, Aideen O'Kelly, Reed Birney, Robert Vincent Smith",107,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,77686.0,13935.0,77686.0,554.0,499.0,998.0,2697.0,8285.0,21896.0,25722.0,11239.0,3210.0,2586.0,1.041331,6.588888888888889,6.264615384615385,6.323529411764707,0.5574,0.2732,6.5,1,60000000,128038368,80261728,171276344
A Thousand Words,2012,He only has 1000 words left to discover what matters the most.,"After stretching the truth on a deal with a spiritual guru, literary agent Jack McCall finds a Bodhi tree on his property. Its appearance holds a valuable lesson on the consequences of every word he speaks.","Eddie Murphy, Kerry Washington, Emanuel Ragsdale, Jill Basey, Greg Collins, Robert LeQuang, Michael G. Wilkinson, Lyndsey Nelson, Michael Cody Gilbert, Lou Saliba, John Gatins, Clark Duke, Cliff Curtis, Mitchell Fink, Edi Patterson",91,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,39649.0,4848.0,39649.0,1148.0,928.0,1563.0,2905.0,6518.0,10051.0,7735.0,3873.0,1562.0,3366.0,0.736973,5.285714285714286,5.883783783783784,6.6000000000000005,0.0258,0.6597,5.9,0,40000000,22044277,37989771,20936426
A Time to Kill,1996,Experience a time you'll never forget.,"In Canton, Mississippi, a fearless young lawyer and his assistant defend a black man accused of murdering two white men who raped his ten-year-old daughter, inciting violent retribution and revenge from the Ku Klux Klan.","Matthew McConaughey, Sandra Bullock, Samuel L. Jackson, Kevin Spacey, Oliver Platt, Charles S. Dutton, Brenda Fricker, Donald Sutherland, Kiefer Sutherland, Patrick McGoohan, Ashley Judd, Tonea Stewart, RaéVen Kelly, Darrin Mitchell, LaConte McGrew",149,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,128589.0,27621.0,128589.0,1057.0,579.0,933.0,1785.0,4812.0,13872.0,37220.0,38366.0,16528.0,13437.0,1.325627,6.6,6.718261562998406,6.2821428571428575,0.1695,-0.9477,7.5,1,40000000,152266007,55608669,211682751
A Walk Among the Tombstones,2014,Some people are afraid of all the wrong things,Private investigator Matthew Scudder is hired by a drug kingpin to find out who kidnapped and murdered his wife.,"Liam Neeson, Maurice Compte, Patrick McDade, Luciano Acuna Jr., Hans Marrero, Laura Birn, David Harbour, Adam David Thompson, Boyd Holbrook, Kim Rosen, Dan Stevens, Eric Nelsen, Jon Goracy, Razane Jammal, Stephanie Andujar",114,1.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,110683.0,13170.0,110683.0,935.0,671.0,1336.0,3616.0,11570.0,32547.0,37886.0,14292.0,3739.0,4091.0,2.777996,6.75,6.351323529411765,6.351323529411765,-0.4767,-0.6597,6.5,1,28000000,53181600,25790549,48985095
A Walk in the Woods,2015,"When you push yourself to the edge, the real fun begins.","After spending two decades in England, Bill Bryson (Robert Redford) returns to the U.S., where he decides the best way to connect with his homeland is to hike the Appalachian Trail with one of his oldest friends, Stephen Katz (Nick Nolte).","Robert Redford, Nick Nolte, Emma Thompson, Mary Steenburgen, Nick Offerman, Kristen Schaal, R. Keith Harris, Randall Newsome, Hayley Lovitt, Linds Edwards, Susan McPhail, Andrew Vogel, Derek Krantz, Gaia Wise, Tucker Meek",104,0.0,1.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,24099.0,4098.0,24099.0,336.0,222.0,466.0,1090.0,3098.0,6987.0,7054.0,2971.0,858.0,1017.0,0.602165,5.840000000000001,6.3090909090909095,6.533522727272728,0.5106,0.8074,6.3,1,8000000,35991087,7359996,33111785
A Walk to Remember,2002,She didn't belong. She was misunderstood. And she would change him forever.,"The story of two North Carolina teens, Landon Carter and Jamie Sullivan, who are thrown together after Landon gets into trouble and is made to do community service.","Shane West, Mandy Moore, Peter Coyote, Daryl Hannah, Lauren German, Clayne Crawford, Al Thompson, Paz de la Huerta, Jonathan Parks Jordan, Matt Lutz, David Andrews, David Lee Smith, Xavier Hernandez, Marisa Miller, Paula Jones",101,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,196585.0,31765.0,196585.0,3083.0,1817.0,2857.0,4943.0,10003.0,21151.0,38882.0,41928.0,26628.0,45293.0,1.297822,6.433333333333334,6.144285714285715,6.120833333333334,-0.34,-0.4019,7.4,1,11000000,41227069,13334875,49977984
Abduction,1998,They stole his life. He's taking it back.,Daughter of a wealthy family is kidnapped by left wing terrorists.,"Judith-Marie Bergan, David Pendleton, Gregory Rozakis, Catherine Lacy, Presley Caton, Andrew Rohrer, Rosette Graboi, Kathleen Gittel, W.T. Martin, John Spencer, Leif Erickson, Dorothy Malone, Pat Hernon, Dan Daniel, John Bartholomew Tucker",95,0.3333333333333333,0.0,0.0,0.0,0.0,0.3333333333333333,0.3333333333333333,0.0,0.0,0.0,0.3333333333333333,0.0,0.0,0.3333333333333333,0.0,0.0,0.0,1.0,0.0,0.0,25285.333333333332,3775.3333333333335,25285.333333333332,2086.6666666666665,1311.6666666666667,1849.6666666666667,2934.0,4656.333333333333,4730.333333333333,3186.6666666666665,1678.6666666666667,766.3333333333334,2085.0,1.246595,5.103333333333333,4.498214285714285,4.7625,0.0,-0.3818,4.500000000000001,1,35000000,82087155,33928931,79575127
About Last Night,2014,It's about compromise. It's about love. It's about a good wingman.,Follow two couples as they journey from the bar to the bedroom and are eventually put to the test in the real world.,"Kevin Hart, Michael Ealy, Regina Hall, Joy Bryant, Christopher McDonald, Adam Rodriguez, Joe Lo Truglio, Paula Patton, Terrell Owens, Catherine Shu, David Greenman, Bryan Callen, Paul Quinn, Hailey Boyle, Selita Ebanks",100,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,22306.0,3502.0,22306.0,641.0,412.0,660.0,1381.0,3151.0,6132.0,4918.0,2325.0,977.0,1709.0,0.796721,6.0,6.043749999999999,6.29,0.7964,0.0,6.1,1,12500000,49002684,11513638,45135933
About Schmidt,2002,Schmidt Happens,"A recently retired man embarks on a journey to his estranged daughter's wedding, only to discover more about himself and life than he ever expected.","Jack Nicholson, Kathy Bates, Hope Davis, Dermot Mulroney, June Squibb, Howard Hesseman, Harry Groener, Connie Ray, Len Cariou, Mark Venhuizen, Cheryl Hamada, Phil Reeves, Matt Winston, James M. Connor, Jill Anderson",125,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,121177.0,27644.0,121177.0,1757.0,1218.0,1870.0,3141.0,7547.0,17570.0,36437.0,31372.0,12579.0,7686.0,0.557277,7.325,6.8533333333333335,6.53,0.0,0.0,7.1,1,30000000,105834556,36367841,128299146
Above the Law,1988,He's a cop who believes no one is above the law.,"A former Special Operations Vietnam vet works as a Chicago cop, and uncovers C.I.A. wrongdoing.","Steven Seagal, Pam Grier, Henry Silva, Ron Dean, Daniel Faraldo, Sharon Stone, Miguel Nino, Nicholas Kusenko, Joe Greco, Chelcie Ross, Gregory Alan Williams, Jack Wallace, Metta Davis, Joseph F. Kosala, Ronnie Barron",99,1.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,28084.0,6393.0,28084.0,779.0,580.0,1041.0,2042.0,4947.0,7446.0,5469.0,2737.0,1006.0,2037.0,0.35674,6.588888888888889,5.648888888888888,5.983333333333333,-0.296,0.4019,6.0,1,7500000,18869631,13829182,34793543
Accepted,2006,When every college turned them down. . . they made one up.,"A high school slacker who's rejected by every school he applies to opts to create his own institution of higher learning, the South Harmon Institute of Technology, on a rundown piece of property near his hometown.","Justin Long, Jonah Hill, Adam Herschman, Columbus Short, Maria Thayer, Lewis Black, Blake Lively, Mark Derwin, Ann Cusack, Hannah Marks, Robin Lord Taylor, Sam Horrigan, Joe Hursley, Jeremy Howard, Anthony Heald",93,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,121619.0,32032.0,121619.0,1410.0,1367.0,2475.0,5649.0,14135.0,30153.0,33780.0,17220.0,6456.0,8974.0,0.692543,6.0,6.266666666666666,6.116666666666666,0.0,-0.296,6.4,1,23000000,38505009,24878390,41649680
Ace Ventura: Pet Detective,1994,"He's the best there is! (Actually, he's the only one there is.)",A goofy detective specializing in animals goes in search of the missing mascot of the Miami Dolphins.,"Jim Carrey, Courteney Cox, Sean Young, Tone Loc, Dan Marino, Noble Willingham, Troy Evans, Raynor Scheine, Udo Kier, Frank Adonis, Tiny Ron, David Margulies, John Capodice, Judy Clayton, Bill Zuckert",86,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,272350.0,50071.0,272350.0,3405.0,2984.0,4757.0,9129.0,20778.0,49113.0,83494.0,52282.0,21286.0,25122.0,0.943815,6.285714285714286,6.8025,5.7125,0.6696,-0.296,6.9,1,15000000,107217396,22066673,157728750
Ace Ventura: When Nature Calls,1995,New animals. New adventures. Same hair.,"Ace Ventura, Pet Detective, returns from a spiritual quest to investigate the disappearance of a rare white bat, the sacred animal of a tribe in Africa.","Jim Carrey, Ian McNeice, Simon Callow, Maynard Eziashi, Bob Gunton, Sophie Okonedo, Tommy Davidson, Adewale Akinnuoye-Agbaje, Danny Daniels, Sam Phillips, Damon Standifer, Andrew Steel, Bruce Spence, Tom Grunke, Arsenio 'Sonny' Trinidad",90,0.0,1.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,199031.0,36455.0,199031.0,3657.0,3741.0,6380.0,12066.0,25890.0,45893.0,47353.0,26673.0,11313.0,16065.0,1.173211,6.550000000000001,6.35125,6.35125,0.34,0.0,6.4,1,30000000,212385533,42929006,303916660
Act of Valor,2012,The only easy day was yesterday,An elite team of Navy SEALs embark on a covert mission to recover a kidnapped CIA agent.,"Rorke Denver, Dave, Sonny, Weimy, Ray, Ajay, Mikey, Derrick Van Orden, Katelyn, Callaghan, Duncan Smith, Billy, Roselyn Sanchez, Jason Cottle, Alex Veadov",110,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,65794.0,14462.0,65794.0,2010.0,1048.0,1524.0,3071.0,6079.0,12448.0,15624.0,10359.0,5038.0,8593.0,1.436895,6.5,6.5,6.3,0.4404,0.0,6.5,1,12000000,81272766,11396931,77188344
Action Jackson,1988,It's Time For,Vengence drives a tough Detroit cop to stay on the trail of a power hungry auto magnate who's systematically eliminating his competition.,"Carl Weathers, Craig T. Nelson, Vanity, Sharon Stone, Thomas F. Wilson, Bill Duke, Robert Davi, Jack Thibeau, Roger Aaron Brown, Stan Foster, Mary Ellen Trainor, Ed O'Ross, Bob Minor, David Glen Eisley, Dennis Hayden",96,1.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,9888.0,3031.0,9888.0,355.0,403.0,750.0,1397.0,2294.0,2087.0,1237.0,617.0,213.0,535.0,0.499298,5.866666666666667,6.459999999999999,5.934375,0.0,-0.128,5.5,1,7000000,20256975,12907237,37351654
